Headline,Body_ID,Stance
Watch: US marine survives Taliban sniper headshot in Afghanistan,709,3
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1948,3
Bali spider burrows under Aussie’s chest,730,3
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,1003,3
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",992,3
Vogue’s Shiny New Office Has a Big Rat Problem,1737,3
"Analyst: Apple Watch Edition Could Cost $5,000",147,3
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1797,2
Breaking: Soldier shot at National War Memorial in Ottawa,595,3
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2003,3
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,1679,3
"Ann Arbor pizza delivery driver surprised with $2,000 tip",355,0
ISIS executioner 'Jihadi John' named by media,472,3
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,1547,3
Dog Found Abandoned With Suitcase Filled With His Belongings,2123,3
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,720,3
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,2502,0
Who Should Play Steve Jobs Now That Christian Bale Quit?,1131,2
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,1183,3
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1933,3
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1506,2
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",2144,2
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,917,2
American hostage killed in rescue attempt in Yemen - senior official,1429,3
Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby,1331,3
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",639,3
Lebanon 'holding IS leader's daughter and ex-wife',1737,3
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1732,2
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,800,3
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1724,2
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",727,3
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,213,3
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,1357,3
Isis claims to behead US journalist,1251,3
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2296,3
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1807,3
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",2388,2
Amazon to Open First Brick-and-Mortar Site,428,3
ISIS fighters ‘have contracted Ebola’,1291,3
Media reports identify Londoner as Islamic State's ‘Jihadi John’,2033,3
"Led Zeppelin Reunion: Robert Plant Rips Up $300 Million Contract, Refuses To Rejoin Legendary Band",1787,3
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,213,3
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',2236,2
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,125,3
Video shows ISIL beheading of photojournalist James Foley,1295,3
Detroit Police Issue Statement That The Batmobile Is Safe,1528,0
The Unluckiest Man In The World Set His College On Fire With A Fireworks Marriage Proposal,669,2
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',2476,3
"Predator Drone Reportedly Sighted Circling Raqqa, Syria",35,3
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,1744,3
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1293,3
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1869,3
Nigeria says ceasefire agreed with Boko Haram,955,2
Nun gives birth to surprise baby after complaining of stomach pains,433,2
Homeland Security: No ISIL fighters on U.S. border,1931,1
Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,1803,0
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,562,3
Has a woman aborted her baby because it's a boy?,2014,2
"No, there aren’t any Ebola cases in Iraq",688,2
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",630,3
Govt fires employee who skipped work for 24 years,217,3
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1971,2
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1498,3
Weather Channel’s Mike Seidel was not caught with his pants down,1829,1
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1559,0
The “Flood Libel” Propagandists of 2015,1967,2
ISIS fighters seize weapons airdrop meant for Kurds,1010,2
Watch: US Marine saved by helmet after being shot by Taliban sniper,1481,0
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',1619,2
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1987,2
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1267,2
Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,694,3
Apple Watch Smartwatch to Ship 15 Million Units Worldwide in 2015,1556,3
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",903,2
Michael Brown shooting audio caught on tape?,2434,2
James Foley remembered as 'brave and tireless' journalist,2047,2
Has Ebola infected Isis militants in Mosul?,1631,3
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,2336,3
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,1179,2
This Kid Made $72 Million During Lunch,1693,3
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,2097,3
Boko Haram denies it has agreed ceasefire,40,3
Seth Rogen to play Woz in Jobs biopic,1560,3
Amazon is about to open its first-ever physical store in New York City,428,3
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',472,3
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,1572,3
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1854,3
Isis claims to behead US journalist,1627,3
Man who SLAPS people if they sneeze in public being hunted by police,1210,3
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",714,3
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1837,3
Is Kim Jong Un's sister Kim Yo Jong in charge?,1029,3
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',227,3
400 men cut their testicles off believing it would help them meet God,648,3
Tropical spider burrows under man's skin through scar,2293,2
Islamic State claims it executed American photojournalist James Foley,826,3
ISIS fighters seize weapons airdrop meant for Kurds,1648,3
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,61,3
Vogue’s Shiny New Office Has a Big Rat Problem,964,3
"Don't forget to tip...especially if you spend $300,000",137,3
Video messaging service verifies timing of CNN audio recording,908,3
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",1212,3
Meteorite leaves crater in Nicaraguan capital Managua,2475,1
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,402,3
"Fidel Castro Is Dead, According to Viral Twitter Rumors",1372,3
"No, a bird didn't poop on Vladimir Putin",2174,1
Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,972,3
Pentagon: ISIS seized materials airdropped to Kurds,2141,3
Texas plumber's truck on front line of Syria war,2520,3
Islamic State 'training pilots to fly fighter jets',487,3
Seth Rogen to Play Apple’s Steve Wozniak,851,2
Questions raised over Nicaragua 'meteorite',966,2
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,2307,3
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1588,3
"Obama, Outraged Over Beheading, Vows to Stay on Course",1166,3
"If you really believed Colorado KFCs were selling pot, here’s a reality check",487,3
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,874,3
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1569,3
Woman Stays In KFC For A Week To Get Over Her Break-Up,1791,3
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,844,3
Samsung is reportedly making a secret new chip in the Apple Watch,1835,3
WHO investigates media reports ISIS fighters contracted Ebola,1004,3
Pumpkin Spice condoms? Don't fall for this hoax.,788,3
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,35,3
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),2175,3
Nun who gave birth ‘had no idea’ she was pregnant,1891,3
Boko Haram denies truce to release kidnapped schoolgirls,2403,2
Experts: More facts needed on purported audio recording of Michael Brown shooting,2020,3
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2299,3
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,139,3
"Paradise is open to all, even dogs, Pope tells boy",686,3
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,545,3
MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,690,3
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1817,3
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",568,3
Now the Vogue Rats Are Chewing Through Couture,1968,3
Speeding Up ‘Seinfeld’ For Younger Viewers,1221,0
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",1648,3
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,2261,2
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,1258,3
US officials: Video shows American's execution,1720,3
Reports say North Korea's Kim insists on being the only Jong Un,816,3
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,2389,3
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1471,2
Spider burrowed through tourist's stomach and up into his chest,1502,0
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1361,3
'Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December' Fake News Story Goes Viral,506,0
"ISIS Claims Female American Hostage, Kayla Mueller, Killed in Airstrike",2260,3
"Small meteorite strikes Nicaragua, government says",2330,3
Saudi fatwa banning snowmen triggers heated debate,1826,3
Teen Makes $72 Million on the Stock Market,313,3
Michael Brown shooting audio caught on tape?,1786,3
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1223,3
Scorned wife leaves love-rat husband and twin sister NAKED in car park,718,3
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,2506,2
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,409,3
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1267,2
An audio recording of the Michael Brown shooting has reportedly surfaced,958,3
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,2520,3
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,2155,2
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",2307,3
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,7,3
Ferguson riots: audio may have captured Michael Brown shooting,132,3
Boko Haram Denies Nigeria Cease-Fire Claim,2403,2
"No, Robert Plant Didn’t Rip Up an $800 Million Contract",2489,2
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,1541,3
Mexican investigators fear mass grave might hold 43 missing students,1740,3
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,2106,3
Christian Bale will not play Steve Jobs,296,3
Reports: Boko Haram may release schoolgirls as part of deal,171,3
"So, There Might Be a Rat Infestation at Vogue",1673,3
This College Student Claims She Was The 'Teletubbies' Sun Baby,2371,2
ISIL Beheads American Photojournalist in Iraq,419,0
"So, There Might Be a Rat Infestation at Vogue",2080,3
"Absent from duty for 25 years, CPWD official dismissed",860,3
This Is What The Sun Baby From ‘Teletubbies’ Looks Like Now,1832,3
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,2523,3
Meteorite leaves crater in Nicaraguan capital Managua,1744,3
NET Extra: Back-from-the-dead Catholic priest claims God is a female,1303,1
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2228,1
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,1631,2
Soldier shot near Canadian parliament building,7,3
'There is no limit to their depravity' Islamic State FEED mother her own SON,225,3
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1131,2
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1761,2
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,11,3
Report: Christian Bale Drops Out Of Steve Jobs Biopic,137,3
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',900,3
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",344,3
Not coming to a store near you: The pumpkin spice condom,1891,3
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,518,3
"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",2473,3
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",2290,3
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,1374,0
Nicaragua asks U.S. for help investigating meteorite crater,1795,3
"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",1843,3
Boy who suffered powerful electric shock claims he now has 'superpowers' like X-Men's Magneto as metal objects stick to him,2415,2
Meteor Leaves 40-Foot Crater Near Managua's Airport,724,3
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1681,3
Robert Plant ripped up $800M Led Zeppelin reunion contract,1790,3
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,1498,3
Nicaragua asks U.S. for help investigating meteorite crater,1744,3
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1372,3
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",633,3
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1435,3
Apple Users Add Hairgate to iPhone 6 Problems,513,3
Airport worker strips naked at Russian airport,1733,0
"Tour, agent: Tiger Woods not banned",586,3
"Don't forget to tip...especially if you spend $300,000",500,3
UPDATE: Internet report of Ebola outbreak in Purdon not true,241,3
Matt Taibbi takes a leave of absence from First Look Media,82,3
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,754,3
Has North Korean dictator Kim Jong-un been replaced by his sister?,195,3
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,804,0
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,35,3
Mexico Says Students Not Among Dead in Mass Grave,1351,3
A viral photo in China shows how to manipulate App Store rankings the hard way,796,3
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1192,3
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2448,3
Isilkulskom student has gained superhero powers after shock,1372,3
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,687,3
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1210,3
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2180,2
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,2354,0
KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,2018,2
Matt Taibbi Disappears From Omidyar’s First Look Media,1337,3
Could Kim Jong Un open a restaurant in Scotland?,1336,3
Government fires employee who skipped work for 24 years,72,3
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,125,3
"Nun gives birth, intends to keep baby",2058,3
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",1299,3
Indian civil servant sacked 'after 24-year sickie',2134,0
Missing Planes,562,3
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,344,3
Nigeria and Boko Haram 'agree ceasefire and girls' release',2192,3
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",1539,0
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2192,3
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1867,3
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1569,0
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,1301,3
Daash Ebola transferred to Mosul {Google Translate],1899,3
Apple was forced to nix key health features from its smartwatch -- report,2379,3
Has North Korean dictator Kim Jong-un been replaced by his sister?,1268,3
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,1439,3
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,170,3
ISIS leader ‘killed’ in US airstrikes,2036,3
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1349,3
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,81,3
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,1398,3
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",490,3
An audio recording of the Michael Brown shooting has reportedly surfaced,456,3
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,405,3
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2060,0
"Video showing American journalist beheaded believed real, officials and family say",984,3
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",1239,3
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",269,3
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2039,3
Whiz kid stock picker: I didn't actually make $72M trading,1184,1
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1984,0
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1506,3
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,972,3
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",2330,0
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,1787,3
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,373,3
Vice CEO Throws Down $300K on Lavish Vegas Dinner,2111,2
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2156,3
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,5,3
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),1968,0
Has Ebola infected Isis militants in Mosul?,1438,3
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,1574,3
"Obama, Outraged Over Beheading, Vows to Stay on Course",1385,3
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1277,3
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,1347,3
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1948,3
Ferguson riots: audio may have captured Michael Brown shooting,472,3
Nasa questions whether crater in Nicaragua caused by meteorite,1622,2
Kim Jong-un So Fat He Injured His Ankles,1634,3
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",1034,3
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1170,3
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",2307,3
Alleged audio of Michael Brown shooting released,1177,3
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,139,3
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,2265,2
"Islamic State training fighter pilots in captured jets, monitoring group says",1337,3
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1715,2
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1157,3
Another American hostage at risk by Islamic state,1720,3
British hostage David Haines beheaded by Islamic State terrorists,1178,3
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,236,3
Texas City plumber's truck ends up in Syrian war,968,3
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,757,3
Teen Makes $72 Million on the Stock Market,2252,3
Vogue’s Rat Infestation: Disturbing New Details,1619,2
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1549,3
North Korean leader Kim Jong-un to open restaurant in Scotland,1535,3
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",1670,3
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,1289,3
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),686,1
Kevin Vickers Hailed As Hero For Reportedly Shooting Gunman Inside Parliament,1400,3
Mexican investigators fear mass grave might hold 43 missing students,2385,3
"Luke Somers, American Hostage, Is Killed During Rescue Attempt in Yemen, U.S. Official Says",2411,3
Lego letter to parents in 1974 on gender equality still resonates 40 years on,1292,0
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,474,2
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",2251,2
ISIS chlorine attack on security forces confirmed – Iraq officials,1177,3
Islamic State accused of using chlorine gas on Iraqi soldiers,956,2
Alleged audio of Michael Brown shooting released,1564,2
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",2354,3
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1702,3
WHO says reports of suspected Ebola cases in Iraq are untrue,1506,2
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,456,3
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,975,3
"Nun gives birth, intends to keep baby",1948,3
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,521,3
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2141,3
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,236,3
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2356,2
A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,1155,3
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1125,3
Report: Amazon to Launch Ad-Supported Streaming Service,1917,3
Eyewitness Says Viral Video of Homeless Man Was Staged,2370,3
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,2036,3
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,891,2
Texas plumber baffled after truck ends up in the hands of Syrian rebels,2145,0
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,719,3
Islamic State claims to have beheaded American journalist,2067,2
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1403,3
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1658,2
Has a woman aborted her baby because it's a boy?,1398,3
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,35,3
Samsung is reportedly making a secret new chip in the Apple Watch,1839,3
Report: Possible audio tape of Michael Brown shooting,1950,3
"Vice's Shane Smith drops $300,000 on Vegas dinner",2252,3
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",738,0
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,805,0
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,431,3
Tropical spider burrowed under Bali tourist's skin,1864,2
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2096,2
China: Satirical site warns citizens over name choices,674,0
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,1090,3
Video shows ISIL beheading of photojournalist James Foley,984,3
Nigeria says it has deal with Boko Haram to release kidnapped girls,821,3
British hostage David Haines beheaded by Islamic State terrorists,2348,0
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,752,3
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",2256,3
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,1423,3
"Don't forget to tip...especially if you spend $300,000",1368,3
"Former Porn Star Behind YouTube Sensation ‘DC Toy Collector,’ Makes $5 Million Per Year Unboxing Disney Toys",381,3
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",851,3
Eggnog-chugging contest leads to hospital stay,741,0
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",992,3
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2525,3
Soldier shot near Canadian parliament building,1325,3
ISIS Beheads American Journalist James Foley in Video Message to U.S.,874,3
What One Homeless Man Does with $100 Will Astonish You (VIDEO),1948,3
Nicaraguan commission on possible meteorite crash presents rock samples,2118,3
REPORT: Alleged New Audio of Michael Brown Shooting,586,3
"""This is the recording you thought you'd lost forever""",2227,3
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",2111,2
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",324,3
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1217,3
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1864,2
6 Islamist militants killed in US attack in Somalia,1982,2
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',662,3
Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism,562,3
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",2519,0
Alleged audio of Michael Brown shooting has surfaced,2187,3
Comcast gets customer fired for complaining about poor service,1355,3
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,2132,2
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',168,3
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2287,2
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",26,3
US hostage Luke Somers dies after rescue bid,120,3
Report: Exec popped for $300k dinner after run at blackjack,2458,3
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,704,3
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",391,0
The baby from Teletubbies reveals herself,1832,3
ISIS Militants Allegedly Contracted Ebola,1899,3
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1742,3
Google Grows With $1.6 Billion in California Office Deals,2156,3
Homeland Security says terrorists haven't crossed U.S-Mexico border,1483,3
Are Rumors of the Apple Watch in Feb True?,2022,3
Saudi fatwa banning snowmen triggers heated debate,35,3
Boko Haram denies truce to release kidnapped schoolgirls,2045,3
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,1212,3
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1471,0
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1661,3
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,1897,3
Homeless man receives $100... then shocks everyone with how he spends it,2287,3
Sugarhill Gang's Big Bank Hank Dead At 57,281,3
Has Ebola infected Isis militants in Mosul?,1355,2
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",757,3
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,608,2
